id,from,type,text,date,year,month,day,hour,message_length,count_emoji,emoji
501,Мстислав 😼 Верховых,message,"Так вопрос не в надо/не надо, а в ответственности за их нарушение - нет ничего плохого в нарушении любых правил - просто сохраняй покой и разруливай последствия :)",2024-04-09 11:03:33,2024,4,Tuesday,11,163,0,[]
503,𝕯𝖆𝖓𝖎𝖎𝖑,message,"Всем привет) Если Вашему ребенку требуется помощь с обществознанием в школе, или он собирается сдавать экзамены, с радостью помогу)",2024-04-09 11:19:35,2024,4,Tuesday,11,131,0,[]
504,Отец своей психологии | Илья Лободин,message,"Если собираетесь предлагать помощь, то поставьте Имя, Фамилию, свою фотографию и контактные данные.

И вся реклама по согласованию.",2024-04-09 11:35:27,2024,4,Tuesday,11,131,0,[]
505,𝕯𝖆𝖓𝖎𝖎𝖑,message,Ну я не от онлайн-школы или какой-то иной коммерческой фирмы,2024-04-09 11:36:16,2024,4,Tuesday,11,60,0,[]
506,𝕯𝖆𝖓𝖎𝖎𝖑,message,поэтому не счел это рекламой,2024-04-09 11:36:29,2024,4,Tuesday,11,28,0,[]
507,Отец своей психологии | Илья Лободин,message,В любом случае аватарку и фамилию нужно поставить реальные,2024-04-09 11:37:15,2024,4,Tuesday,11,58,0,[]
508,𝕯𝖆𝖓𝖎𝖎𝖑,message,"Давайте так договоримся: все свои данные, фотографии, а также более подробный рассказ о себе и опыте репетиторства я предоставлю каждому, кто попросит в лс из этой группы. На всеобщее обозрение не очень предпочитаю выставлять подобную информацию",2024-04-09 11:39:25,2024,4,Tuesday,11,245,0,[]
509,Максим Клещев,message,Я против анонимов в чате.,2024-04-09 12:27:56,2024,4,Tuesday,12,25,0,[]
510,𝕯𝖆𝖓𝖎𝖎𝖑,message,"Зачем мне что-то показывать, если Вы всё равно не заинтересованы? Если Вам действительно нужны такие услуги - напишите, я всё о себе отправлю",2024-04-09 12:28:40,2024,4,Tuesday,12,141,0,[]
511,Максим Клещев,message,"Вадим -  молодец, что решил разобрать такой кейс. интересный и распространённый, я тоже с ним сталкивался, и, конечно, хотелось Наказать Тех, кто обидел моего ребёнка. 

Ну, а когда углубляюсь ситуацию, чаще вижу, что Учителям и школе нужна большая поддержка И они зарегулированы сверху настолько сильно, что им сложно шаг в лево, шаг права сделать и такое поведение для них разрушительно, поэтому в данной ситуации С философской точки зрения Выбрал бы покаяние - Оно наиболее созидательно.

А для сына это будет урок не только нарушения правил, но и Поддержки окружения и признание своих ошибок.",2024-04-09 12:34:35,2024,4,Tuesday,12,596,0,[]
512,Алексей Высоцких,message,"Стойкое ощущение, что штук семь промежуточных этапов выпало. Причём вариативных...",2024-04-09 12:36:22,2024,4,Tuesday,12,82,0,[]
513,Отец своей психологии | Илья Лободин,message,"Каких, например?",2024-04-09 12:38:17,2024,4,Tuesday,12,16,0,[]
514,Алексей Высоцких,message,Зависит от системы координат 🤷,2024-04-09 12:38:58,2024,4,Tuesday,12,30,1,['🤷']
515,Отец своей психологии | Илья Лободин,message,"Ну так любое суждение обо всем в мире зависит от системы координат. 

Например, с точки зрения вечности наш диалог вообще не имеет смысла)))",2024-04-09 12:41:19,2024,4,Tuesday,12,140,0,[]
516,Алексей Высоцких,message,Сомнительное допущение... 😏,2024-04-09 12:41:56,2024,4,Tuesday,12,27,1,['😏']
517,Отец своей психологии | Илья Лободин,message,"Ну а все-таки, какой, например, этап может быть пропущен?",2024-04-09 12:42:50,2024,4,Tuesday,12,57,0,[]
518,Алексей Высоцких,message,"Развитие эмоциональной части.
Ибо сведение её к контролю агрессии - жёсткое упрощение.",2024-04-09 12:43:56,2024,4,Tuesday,12,86,0,[]
519,Отец своей психологии | Илья Лободин,message,"Да, согласен. 
С этой точки зрения я сильно упростил.

Как если бы мы говорили про строительство дома, то в упрощенной модели я бы сказал, что дом состоит из фундамента, стен и крыши.
Вполне закономерно мне указать на существование окон, дверей, комнат, отделки, водопровода, вентиляции и т.д.",2024-04-09 13:02:00,2024,4,Tuesday,13,293,0,[]
520,Алексей Высоцких,message,"Фундамент + стены + крыша - это коробка.
Далее идут отделка и коммуникации.
А предшествует этому проект.
А проекту предшествует геология, геодезия, планировка участка.
Иначе затраты на строительство и эксплуатацию растут кратно, а комфорт использования пробивает дно.
Вот и с производством людей та же фигня...",2024-04-09 13:08:01,2024,4,Tuesday,13,310,0,[]
521,Алексей Высоцких,message,"""Начнём, авось получится""",2024-04-09 13:08:56,2024,4,Tuesday,13,25,0,[]
522,Алексей Высоцких,message,"Ибо ""так деды делали""",2024-04-09 13:09:07,2024,4,Tuesday,13,21,0,[]
523,Отец своей психологии | Илья Лободин,message,"Я так часто вижу ""построенные дома без стен или фундамента"", что видимо, буду еще много раз повторять про базовые составляющие коробки. 

В семейных отношениях люди часто начинают строительство с обоев и санузла, потому что это атрибуты комфорта. 
А про фундамент и крышу забывают.",2024-04-09 13:10:38,2024,4,Tuesday,13,281,0,[]
524,Алексей Высоцких,message,,2024-04-09 13:13:48,2024,4,Tuesday,13,0,0,[]
525,Отец своей психологии | Илья Лободин,message,"Хороший пример детского мышления.
Мы сегодня подобный пример в чате обсуждали: папа хотел покататься на самокате, сейчас ребенка отчисляют из школы.

Чтобы взрослеть в своей жизни нужно сравнивать план(намерение) и полученный результат. Девушка на фото на этом пути взросления.",2024-04-09 13:18:30,2024,4,Tuesday,13,277,0,[]
527,Алексей Высоцких,message,,2024-04-09 13:19:12,2024,4,Tuesday,13,0,0,[]
529,Alexander Kansky,message,"Илья, мне очень нравится эта структура. Она даёт много пищи для размышлений, её можно очень глубоко и многомерно развивать.
Например, поместить ещё одну ступень после отца: Лидера. 
Лидер: создав смысл и законы на своей территории, продолжает развивать формулу ""чужое благополучие важнее своего"". Овладевает сложными коммуникативными искусствами. Используя свой опыт в построении семьи, строит отношения с людьми. Фактически, распространяет метафору семьи на всё человеческое общество.",2024-04-10 18:24:18,2024,4,Wednesday,18,485,0,[]
530,Alexander Kansky,message,"Ещё очень важно добавить, что на каждом предыдущем уровне есть скрытая, но мощная мотивация перейти на следующий уровень. В маленьком мальчике уже очень много от дикаря (""Нарушаю запреты, свергаю авторитеты""), а подросток-бунтарь искренне верит, что живёт в парадигме ""Уже знаком со своей силой, знает что хочет, осознает мир вокруг и его законы. Создает свои законы и смысл на своей территории"". Если психологическая обстановка благоприятная, эти конфабуляции не займут центральное место, а будут функционировать на периферии, производя хорошие удобрения для личностного роста. При неблагоприятной психологической обстановке конфабуляции встраиваются в модель ""я"", в самоидентификацию, в структуру восприятия здравого смысла. Удобрения становится слишком много — рост не происходит. Напротив, идёт медленное обращение к загниванию.",2024-04-10 18:31:52,2024,4,Wednesday,18,832,0,[]
531,Alexander Kansky,message,"Если ты не против, я перепощу твой пост в свой канал (естественно, со ссылкой на оригинал) и дам свои комментарии. Ты подтолкнул целый поток очень интересных мыслей, спасибо",2024-04-10 18:33:08,2024,4,Wednesday,18,173,0,[]
532,Отец своей психологии | Илья Лободин,message,"Да, пожалуйста. 
С удовольствием прочту твои комментарии и мысли.",2024-04-10 18:37:02,2024,4,Wednesday,18,65,0,[]
533,Vadim Nechepurenko,message,"Держу вкурсе. Ребята, не понял откуда столько оптимизма в посте выше. Идёт описание академической глубокой теории основной на метафорах. Всё, что описал Илья, модель любого отца... Как это использовать по жизни, кроме как просто прочитать не ясно... Толи эта инфа напоминает мне инфоцыгаские мотивы, Толи я не мыслитель по жизни...",2024-04-10 18:51:30,2024,4,Wednesday,18,331,0,[]
534,Отец своей психологии | Илья Лободин,message,"Эта модель имеет максимально прикладное назначение по жизни, если научиться ее использовать.

У меня дома, например, лежит микроскоп. Я посмотрел в него пару раз и больше смотреть не интересно. Нет прикладного назначения. Дело не в микроскопе, дело в том, что я не хочу им учиться пользоваться. Нет интереса.
Поэтому мне не понятно, зачем люди в него смотрят.",2024-04-10 19:16:01,2024,4,Wednesday,19,359,0,[]
535,Отец своей психологии | Илья Лободин,message,"Прикладное значение в жизни, например, психологическое.
Хочешь больше сил и энергии - качай ребенка. Хочешь денег - качай дикаря. Хочешь отношений - качай отца.

Можно проанализировать человека, с которым предстоят дела. 
Если он ребенок, то надёжность на нуле, но будет весело.
Если дикарь, то денег заработаете, но слабость не проявляй, а то будет ""only business и ничего личного""...

В воспитании детей, естественно, модель применяется. 
И т.д.",2024-04-10 19:47:34,2024,4,Wednesday,19,447,0,[]
537,Отцовский клуб МЕТАОТЕЦ,message,"Величие мастера определяется результатами ученика.

Отцовский принцип.",2024-04-16 18:18:56,2024,4,Tuesday,18,70,0,[]
538,Алексей Высоцких,message,"Если совместить этот критерий с тем, что значительную часть жизни я не хотел жить, моя основная мантра - ""Господи, забери меня отсюда"", своё образование я считаю потерянным временем, и иметь собственное жильё желания нет, могу предложить, что ""величие"" моих родителей сильно ниже плинтуса. 🤷",2024-04-16 18:49:35,2024,4,Tuesday,18,291,1,['🤷']
539,Отцовский клуб МЕТАОТЕЦ,message,"Состояние отца - это когда ты на столько крут, что желаешь своим детям быть похожими на себя.",2024-04-17 10:34:54,2024,4,Wednesday,10,93,0,[]
540,Алексей Высоцких,message,"Это может быть и проклятием для ребёнка. Если его внутреннее устройство и жизненные задачи отличаются, то ему особенно актуально быть собой, а не похожим на родителя.",2024-04-17 11:09:49,2024,4,Wednesday,11,166,0,[]
541,Отец своей психологии | Илья Лободин,message,Желаешь и заставляешь - разные слова.,2024-04-17 11:12:19,2024,4,Wednesday,11,37,0,[]
542,Алексей Высоцких,message,Дети имеют свойство подстраиваться под желания родителей. Особенно эмпатичные.,2024-04-17 11:13:44,2024,4,Wednesday,11,78,0,[]
543,Алексей Высоцких,message,,2024-04-17 11:14:04,2024,4,Wednesday,11,0,0,[]
544,Алексей Высоцких,message,"Мой старший сын, услышав от дедушки ""возьму на рыбалку, когда вырастешь"" неожиданно для окружающих стал так быстро расти, что начались проблемы со здоровьем. Пока мы с матерью в расстановках не распутали этот узел. 😏",2024-04-17 11:16:54,2024,4,Wednesday,11,216,1,['😏']
545,Отец своей психологии | Илья Лободин,message,"Хорошо, что вопрос решён. Жизнь вообще состоит из вопросов и решений.",2024-04-17 11:18:36,2024,4,Wednesday,11,69,0,[]
546,Alexander Kansky,message,"Как-то провокационно звучит.
Много нюансов.
А если желаешь, но не во всём?
А если не желаешь - то автоматически не крут или не отец?",2024-04-17 22:41:39,2024,4,Wednesday,22,132,0,[]
547,Отец своей психологии | Илья Лободин,message,"Может ли быть отцом тот, кто не является образцом?",2024-04-17 22:43:12,2024,4,Wednesday,22,50,0,[]
548,Отцовский клуб МЕТАОТЕЦ,message,"Отцовство имеет поверхностный смысл и философию.

На поверхности лежит ""предметная картинка"". У тебя родился ребенок, его нужно воспитать. 
Одеть, обуть, накормить. Отправить в школу. Напомнить мыть руки перед едой. Отнять мобильник если слишком долго в него играет. 

Философия Отцовства лежит глубже.
Отец это тот, кто создает жизнь. Рождает из ничего что-то. Дает семя смысла в почву материи.
И чтобы говорить на эту тему - нужна подготовка, синхронизация языка. 

Я задаю вам и себе вопрос:
А ты создаешь жизнь? 
После тебя появляется то, чего раньше не было? Или после тебя пропадает то, что было?

Отвечая на этот вопрос, становится понятно ""Отец ли я?""

Для мужчин на этот вопрос отвечать очень страшно.  Потому что если в определенный момент ""я -не Отец"", то в моем существовании нет смысла.",2024-04-18 11:20:33,2024,4,Thursday,11,799,0,[]
549,Алексей Высоцких,message,Может,2024-04-18 12:09:42,2024,4,Thursday,12,5,0,[]
550,Алексей Высоцких,message,Отцовство бывает разное,2024-04-18 12:10:04,2024,4,Thursday,12,23,0,[]
551,Алексей Высоцких,message,"У старшего сына тип питания, способ мышления, энергетический тип другой. Я отношусь к этому с уважением и интересом.",2024-04-18 12:11:24,2024,4,Thursday,12,116,0,[]
552,Отец своей психологии | Илья Лободин,message,"К любому человеку можно относиться с уважением и интересом. Это не делает тебя отцом другого человека.
А кроме уважения и интереса что делаешь?",2024-04-18 12:21:13,2024,4,Thursday,12,143,0,[]
553,Алексей Высоцких,message,"Любой человек мне не интересен. А то, как человек развивается, чем интересуется, в чём ему нужна поддержка - это про мой интерес к ребёнку.",2024-04-18 12:27:03,2024,4,Thursday,12,139,0,[]
554,Алексей Высоцких,message,"Главный принцип - ""не навреди""",2024-04-18 12:28:15,2024,4,Thursday,12,30,0,[]
555,Алексей Высоцких,message,Он же не первый раз тут воплощается,2024-04-18 12:28:37,2024,4,Thursday,12,35,0,[]
556,Алексей Высоцких,message,И по некоторым вопросам гораздо опытней меня,2024-04-18 12:29:40,2024,4,Thursday,12,44,0,[]
557,Отцовский клуб МЕТАОТЕЦ,message,"Смотрели фильм ""Социальная сеть?""

В нем есть один герой, который ни разу не появился в фильме, но который сильно повлиял на сюжет.

Это Отец Эдуардо. 

Именно его участие заставило друзей поругаться и судиться за долю в Фейсбуке.

Кто не смотрел этот фильм - посмотрите. Интересно, заметите ли влияние этого незаметного героя.",2024-04-18 12:29:54,2024,4,Thursday,12,327,0,[]
559,Отцовский клуб МЕТАОТЕЦ,message,,2024-04-18 12:49:08,2024,4,Thursday,12,0,0,[]
560,Алексей Высоцких,message,"Для начала неплохо бы определиться, мужчина ли я.
И, на всякий случай, человек ли я. 😏",2024-04-18 15:34:31,2024,4,Thursday,15,86,1,['😏']
561,Отец своей психологии | Илья Лободин,message,"У меня канал для тех, кто с этими вопросами определился 😉",2024-04-18 15:35:43,2024,4,Thursday,15,57,1,['😉']
562,Алексей Высоцких,message,"Я - за философскую корректность определения терминов. Ибо слишком много понятий, принятых по умолчанию, в итоге может привести к неожиданным противоречиям.",2024-04-18 16:49:37,2024,4,Thursday,16,155,0,[]
563,NV -BULLET-,message,"Смотрел давно не помню, пересмотрю)",2024-04-18 23:13:27,2024,4,Thursday,23,35,0,[]
567,Мстислав 😼 Верховых,message,"Вопрос в КАК определился - какой смысло-образ стоит внутри за словами ""мужчина"" и ""человек""",2024-04-19 11:22:02,2024,4,Friday,11,91,0,[]
568,Отцовский клуб МЕТАОТЕЦ,message,Скоро старт нового потока Отцовского клуба.,2024-04-23 15:03:19,2024,4,Tuesday,15,43,0,[]
569,Отцовский клуб МЕТАОТЕЦ,message,,2024-04-23 15:03:34,2024,4,Tuesday,15,0,0,[]
570,Vadim Nechepurenko,message,Крутая речь 😀,2024-04-25 20:42:52,2024,4,Thursday,20,13,1,['😀']
574,Отцовский клуб МЕТАОТЕЦ,message,"Завтра утром в 9.00
Играем в большой теннис.
На кортах у м.пр.Славы.
Присоединяйтесь.",2024-05-22 15:18:45,2024,5,Wednesday,15,85,0,[]
575,Отцовский клуб МЕТАОТЕЦ,message,"Второе место по Джиу, сданный экзамен на зелёный пояс и кубок лучшему вратарю футбольного турнира.

Постепенно формирую у детей привычку побеждать.",2024-05-26 21:28:53,2024,5,Sunday,21,147,0,[]
576,Отцовский клуб МЕТАОТЕЦ,message,,2024-05-26 21:28:53,2024,5,Sunday,21,0,0,[]
577,Отцовский клуб МЕТАОТЕЦ,message,,2024-06-15 21:40:31,2024,6,Saturday,21,0,0,[]
578,Отцовский клуб МЕТАОТЕЦ,message,"Я создал бота, который дарит программу прокачки отцовства и приглашает на открытые встречи. 
",2024-06-15 23:49:10,2024,6,Saturday,23,93,0,[]
579,Отцовский клуб МЕТАОТЕЦ,message,"С международным днем Отца!
Сегодня его отмечают в мире. В России этот праздник отмечают в октябре.
Но не так важно в какой день праздновать Отцовство нам и за границей, важно, что Отцовское значение признается во всем мире.

Отцовство как движение в нашей стране очень молодое, можно сказать зарождающееся, но я уверен, что основная популярность Отцовства еще впереди.

Долгое время врачи не признавали важность мытья рук перед операциями. Сейчас это обязательная норма. Ведь никто не захочет лечиться у врача с немытыми руками.

Прокачивать отцовство - тоже когда-нибудь станет обязательной нормой. Когда-нибудь...
А пока с праздником!",2024-06-16 13:49:40,2024,6,Sunday,13,636,0,[]
580,Егор Жемчугов,message,"С днем отца, дорогие отцы!",2024-06-16 18:55:23,2024,6,Sunday,18,26,0,[]
581,Отцовский клуб МЕТАОТЕЦ,message,"Иногда сам попадаю в состояние упадка. 
Нет сил ни на что. В таком состоянии пропадает всё.
Даже забываю то, что знаю про восполнение внутреннего ресурса.

Усилием воли заставляю себя вспомнить первый самый простой шаг. 
Это как глоток живой воды, когда нет сил встать.

От первого шага появляется энергия на то, чтобы вспомнить какой второй шаг.
Делаю его. Появляется ещё энергия. 
Так шаг за шагом появляется столько ресурса, что готов им делиться, заботиться, помогать другим.

Тот, кто делиться и помогает имеет статус Отца.
Отец изобилен.

Это есть отцовская система.
Система жизни, которая питает в те моменты, когда нечем больше напитаться.",2024-06-26 22:36:07,2024,6,Wednesday,22,647,0,[]
582,Алексей Высоцких,message,Является ли изобилие монополией отца?,2024-06-26 23:14:15,2024,6,Wednesday,23,37,0,[]
584,Илья Коуч Лободин,message,"Монополией не является. 

Более того, изобилие это термин, который встречается в разных языках, в том числе, которые не относятся к Отцовству.",2024-06-26 23:18:49,2024,6,Wednesday,23,142,0,[]
585,Vadim Nechepurenko,message,Финал Евро-2024 — где смотреть матч?,2024-07-14 22:13:48,2024,7,Sunday,22,36,0,[]
680,Andrew,message,А тут прям очень тихо как я понимаю?),2024-09-25 23:17:13,2024,9,Wednesday,23,37,0,[]
681,Илья Коуч Лободин,message,Да. Достаточно тихо),2024-09-25 23:19:50,2024,9,Wednesday,23,20,0,[]
682,Andrew,message,Так нужно как-то поддержать отцовское движение),2024-09-25 23:20:14,2024,9,Wednesday,23,47,0,[]
683,Andrew,message,Еле этот чат нашел),2024-09-25 23:20:23,2024,9,Wednesday,23,19,0,[]
684,Илья Коуч Лободин,message,Светлая мысль!,2024-09-25 23:20:45,2024,9,Wednesday,23,14,0,[]
685,Andrew,message,Один из тысячи чатов мам),2024-09-25 23:20:47,2024,9,Wednesday,23,25,0,[]
686,Andrew,message,У кого сколько детей?),2024-09-25 23:21:21,2024,9,Wednesday,23,22,0,[]
687,Илья Коуч Лободин,message,2,2024-09-25 23:21:47,2024,9,Wednesday,23,1,0,[]
688,Andrew,message,"Вот у меня Сча сын родиться, в течении месяца)",2024-09-25 23:22:06,2024,9,Wednesday,23,46,0,[]
689,Andrew,message,Второй ребенок,2024-09-25 23:22:31,2024,9,Wednesday,23,14,0,[]
690,Andrew,message,Ты был на парных родах?,2024-09-25 23:22:52,2024,9,Wednesday,23,23,0,[]
691,Илья Коуч Лободин,message,👍👍,2024-09-25 23:23:07,2024,9,Wednesday,23,2,2,"['👍', '👍']"
692,Илья Коуч Лободин,message,Да,2024-09-25 23:23:10,2024,9,Wednesday,23,2,0,[]
693,Anton Sokolov,message,Один),2024-09-25 23:23:27,2024,9,Wednesday,23,5,0,[]
694,Andrew,message,Не пожалел?),2024-09-25 23:23:34,2024,9,Wednesday,23,12,0,[]
695,Илья Коуч Лободин,message,"Не, никакого дискомфорта",2024-09-25 23:23:50,2024,9,Wednesday,23,24,0,[]
696,Илья Коуч Лободин,message,Ну в смысле правильное дело по-моему,2024-09-25 23:24:24,2024,9,Wednesday,23,36,0,[]
697,Илья Коуч Лободин,message,Ты планируешь быть на родах?,2024-09-25 23:25:03,2024,9,Wednesday,23,28,0,[]
698,Andrew,message,А тебе если не секрет сколько лет?),2024-09-25 23:25:10,2024,9,Wednesday,23,35,0,[]
699,Andrew,message,Уже да,2024-09-25 23:25:17,2024,9,Wednesday,23,6,0,[]
700,Andrew,message,Сертификат получили,2024-09-25 23:25:24,2024,9,Wednesday,23,19,0,[]
701,Илья Коуч Лободин,message,41,2024-09-25 23:25:54,2024,9,Wednesday,23,2,0,[]
702,Andrew,message,Ну мне всего 28),2024-09-25 23:26:13,2024,9,Wednesday,23,16,0,[]
703,Andrew,message,"Есть дочь 4 года от первого брака, и сейчас вот сын родится",2024-09-25 23:26:46,2024,9,Wednesday,23,59,0,[]
704,Andrew,message,Уже во втором браке,2024-09-25 23:26:53,2024,9,Wednesday,23,19,0,[]
705,Илья Коуч Лободин,message,Из какого города?,2024-09-25 23:26:56,2024,9,Wednesday,23,17,0,[]
706,Andrew,message,Минск,2024-09-25 23:27:02,2024,9,Wednesday,23,5,0,[]
707,Andrew,message,А ты откуда?,2024-09-25 23:27:32,2024,9,Wednesday,23,12,0,[]
708,Илья Коуч Лободин,message,Из Петербурга,2024-09-25 23:27:44,2024,9,Wednesday,23,13,0,[]
709,Andrew,message,У меня хороший знакомый в Питере живет),2024-09-25 23:28:00,2024,9,Wednesday,23,39,0,[]
710,Илья Коуч Лободин,message,А у меня в Минске😂,2024-09-25 23:28:20,2024,9,Wednesday,23,18,1,['😂']
711,Andrew,message,,2024-09-25 23:28:38,2024,9,Wednesday,23,0,0,[]
712,Andrew,message,Это мы на росписи с супругой),2024-09-25 23:28:51,2024,9,Wednesday,23,29,0,[]
713,Илья Коуч Лободин,message,Красиво!,2024-09-25 23:29:10,2024,9,Wednesday,23,8,0,[]
714,Andrew,message,А кем работаешь?),2024-09-25 23:29:19,2024,9,Wednesday,23,17,0,[]
715,Илья Коуч Лободин,message,Психологом и тренером по отцовству,2024-09-25 23:29:47,2024,9,Wednesday,23,34,0,[]
716,Andrew,message,"Я то смотрю, коуч)",2024-09-25 23:30:00,2024,9,Wednesday,23,18,0,[]
717,Andrew,message,Тренер),2024-09-25 23:30:09,2024,9,Wednesday,23,7,0,[]
718,Илья Коуч Лободин,message,По русски тренер,2024-09-25 23:30:19,2024,9,Wednesday,23,16,0,[]
719,Andrew,message,Я сам в прошлом спортсмен),2024-09-25 23:30:56,2024,9,Wednesday,23,26,0,[]
720,Илья Коуч Лободин,message,Какой спорт?,2024-09-25 23:31:08,2024,9,Wednesday,23,12,0,[]
721,Andrew,message,Вольная борьба,2024-09-25 23:31:15,2024,9,Wednesday,23,14,0,[]
722,Andrew,message,Кмс,2024-09-25 23:31:22,2024,9,Wednesday,23,3,0,[]
723,Andrew,message,Сейчас занимаюсь  организацией кибер спортивных турниров,2024-09-25 23:32:32,2024,9,Wednesday,23,56,0,[]
724,Andrew,message,,2024-09-25 23:32:56,2024,9,Wednesday,23,0,0,[]
725,Илья Коуч Лободин,message,Супер!,2024-09-25 23:33:35,2024,9,Wednesday,23,6,0,[]
726,Илья Коуч Лободин,message,"Ладно, я спать.
Рад, что ты присоединился. Добро пожаловать.
Так, глядишь и пойдет жизнь в чате.",2024-09-25 23:33:56,2024,9,Wednesday,23,96,0,[]
727,Andrew,message,Организуем) тоже буду отдыхать),2024-09-25 23:34:20,2024,9,Wednesday,23,31,0,[]
728,Andrew,message,Доброй ночи),2024-09-25 23:34:29,2024,9,Wednesday,23,12,0,[]
729,Andrew,message,А Антон),2024-09-25 23:35:08,2024,9,Wednesday,23,8,0,[]
730,Вадим Велькер 😊,message,"Четыре, сейчас пятая родится",2024-09-26 05:21:04,2024,9,Thursday,5,28,0,[]
731,Денис Кобрин,message,Две дочки),2024-09-26 06:41:34,2024,9,Thursday,6,10,0,[]
732,Andrew,message,Мужики вы че?) куда так рано встаете?),2024-09-26 08:25:53,2024,9,Thursday,8,38,0,[]
733,Вадим Велькер 😊,message,"Не, мы не ложимся ;)",2024-09-26 08:41:19,2024,9,Thursday,8,20,0,[]
734,Andrew,message,Ааа) ну это все объясняет),2024-09-26 08:42:59,2024,9,Thursday,8,26,0,[]
735,Mikhail Smirnov,message,"У меня 1 сын, отстаю судя по всему 🤔
Парные роды тоже прошёл, виду в этом пользу, тем у кого слабая психика, возможно лучше не стоит. Как минимум польза тут в том что можно проконтролировать уровень внимания и организованности врачей.
Психологическая поддержка жены",2024-09-26 12:09:16,2024,9,Thursday,12,265,1,['🤔']
736,Andrew,message,Вот я настраиваю себя морально),2024-09-26 12:35:35,2024,9,Thursday,12,31,0,[]
737,Отцовский клуб МЕТАОТЕЦ,message,"У Отцовской роли есть важная составляющая - ""Присутствие"". 
Например, папа на работе, а мама в это время может в разговоре с ребенком отсылать к отцовскому слову. 

В гостиной может висеть портрет предка и все в семье знают ""мы Ивановы - мы делаем все качественно (честно, открыто, щедро и т.д.) 

Истинный Отец присутствует даже когда он физически отсутствует.
И наоборот, Отсутствующий отец отсутствует, даже когда присутствует. 

Истинное присутствие начинается с физического присутствия. На родах, в преодолениях, с трудных ситуациях и т.д.

Поэтому в вопросе ""присутствовать ли отцу на родах?"" ответ - отцу нужно присутствовать везде.",2024-09-26 13:07:36,2024,9,Thursday,13,639,0,[]
738,Отец своей психологии | Илья Лободин,message,Вдохновил меня на пост)) Спасибо! 🤝,2024-09-26 13:08:25,2024,9,Thursday,13,35,1,['🤝']
739,Andrew,message,Рад что хоть как-то могу помогать))),2024-09-26 14:15:50,2024,9,Thursday,14,36,0,[]
740,Alexander Kansky,message,"Нет ли здесь упрёка неприсутствующим отцам? И болезненного смакования горя тех, кому не повезло в жизни иметь присутствующего отца?",2024-09-26 17:01:46,2024,9,Thursday,17,131,0,[]
741,Отец своей психологии | Илья Лободин,message,Нету такого.,2024-09-27 09:06:30,2024,9,Friday,9,12,0,[]
742,Andrew,message,Как жизнь отцы?),2024-09-29 09:42:26,2024,9,Sunday,9,16,0,[]
743,Отец своей психологии | Илья Лободин,message,"Да все хорошо, слава Богу.",2024-09-29 09:43:41,2024,9,Sunday,9,26,0,[]
744,Отец своей психологии | Илья Лободин,message,Вот в баню сходили,2024-09-29 09:44:11,2024,9,Sunday,9,18,0,[]
745,Отец своей психологии | Илья Лободин,message,,2024-09-29 09:44:26,2024,9,Sunday,9,0,0,[]
746,Andrew,message,Банька в субботу),2024-09-29 09:45:38,2024,9,Sunday,9,17,0,[]
747,Andrew,message,Кайф),2024-09-29 09:45:43,2024,9,Sunday,9,5,0,[]
748,Andrew,message,А мы только в рестик сходили вчера😅,2024-09-29 09:46:05,2024,9,Sunday,9,35,1,['😅']
749,Отец своей психологии | Илья Лободин,message,"Участвую в организации концерта ""Пою тебе, отец""
",2024-09-29 09:50:43,2024,9,Sunday,9,49,0,[]
750,Andrew,message,Класс)),2024-09-29 09:55:09,2024,9,Sunday,9,7,0,[]
751,Andrew,message,,2024-09-29 09:55:30,2024,9,Sunday,9,0,0,[]
752,Andrew,message,А это моя деятельность),2024-09-29 09:56:07,2024,9,Sunday,9,23,0,[]
753,Andrew,message,"Как только на этом деньги заработать а не нервы, пока не понял😂😂😂",2024-09-29 09:58:16,2024,9,Sunday,9,65,3,"['😂', '😂', '😂']"
754,Отец своей психологии | Илья Лободин,message,А ты эту деятельность выбрал потому что прибыльно или потому что нравится?,2024-09-29 11:01:56,2024,9,Sunday,11,74,0,[]
755,Andrew,message,"Вообще прибыльно, ну и нравится очень)",2024-09-29 11:07:53,2024,9,Sunday,11,38,0,[]
756,Отец своей психологии | Илья Лободин,message,"Тогда деньги заработаешь. 
А откуда нервы, если дело в кайф?",2024-09-29 11:09:31,2024,9,Sunday,11,60,0,[]
757,Andrew,message,"мало сна) много работы, очень много вопросов, которые знатно надоедают)))",2024-09-30 17:38:34,2024,9,Monday,17,73,0,[]
758,Отец своей психологии | Илья Лободин,message,"О, ""мало сна"" это вообще проблема, которая может загубить любое дело или бизнес.",2024-09-30 17:39:32,2024,9,Monday,17,80,0,[]
759,Andrew,message,"когда прошлый турнир организовывал, спал по 3-4 часа в сутки",2024-09-30 17:40:04,2024,9,Monday,17,60,0,[]
760,Andrew,message,и так почти на протяжений 2 месяцев,2024-09-30 17:40:14,2024,9,Monday,17,35,0,[]
761,Отец своей психологии | Илья Лободин,message,"Отцовство -это роль, которая так же подходит и к своему делу.
Нужно чтобы хватило отцовских сил чтобы проект жил долго и взрослел",2024-09-30 17:44:10,2024,9,Monday,17,129,0,[]
762,Отец своей психологии | Илья Лободин,message,"Значит была какая-то ошибка организации проекта. 
Отец проекта не должен сгонать на одном из обычных шагов.",2024-09-30 17:46:57,2024,9,Monday,17,107,0,[]
